,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,DiffPts,DiffFormPts,DiffLP,HTGD,ATGD
165,A,26,43,L,L,L,W,W,W,13.0,18.0,7.0,11.0,5.0,8.0,5.0,5.0,3.0,4.0,0.0,0.0,-17,-6,3,7.0,28.0
166,D,19,30,L,L,D,W,W,W,17.0,13.0,11.0,8.0,8.0,5.0,14.0,4.0,2.0,3.0,0.0,0.0,-11,-6,9,-3.0,9.0
167,H,17,17,D,D,W,L,D,W,12.0,11.0,12.0,10.0,7.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0,1,5,-8.0,-10.0
168,A,22,26,L,W,L,L,L,L,16.0,10.0,8.0,18.0,0.0,11.0,4.0,10.0,3.0,2.0,1.0,0.0,-4,-3,9,-5.0,7.0
169,H,43,16,W,W,W,L,D,W,16.0,16.0,15.0,9.0,11.0,4.0,10.0,4.0,1.0,3.0,0.0,0.0,27,5,-11,28.0,-5.0
170,H,37,25,W,W,W,W,W,D,9.0,13.0,21.0,2.0,11.0,2.0,7.0,4.0,1.0,0.0,0.0,1.0,12,8,-4,16.0,1.0
171,H,37,16,W,W,D,L,W,D,13.0,6.0,17.0,5.0,9.0,3.0,8.0,2.0,1.0,0.0,0.0,0.0,21,5,-17,17.0,-8.0
172,A,20,21,D,L,L,L,W,L,14.0,16.0,8.0,7.0,5.0,4.0,2.0,3.0,4.0,2.0,0.0,0.0,-1,1,8,-3.0,-5.0
173,D,13,25,W,L,L,L,W,L,14.0,10.0,11.0,14.0,9.0,4.0,6.0,5.0,3.0,1.0,1.0,0.0,-12,-3,8,-13.0,3.0
174,D,5,31,L,L,L,D,W,D,16.0,12.0,11.0,8.0,7.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,-26,-8,12,-21.0,8.0
175,H,31,12,D,W,W,L,L,W,19.0,17.0,9.0,7.0,4.0,4.0,9.0,8.0,4.0,1.0,0.0,1.0,19,5,-13,9.0,-14.0
176,H,28,27,W,L,L,W,L,W,8.0,9.0,10.0,21.0,5.0,14.0,2.0,9.0,0.0,0.0,0.0,0.0,1,-4,-5,1.0,7.0
177,H,29,13,W,L,L,W,L,L,12.0,13.0,6.0,6.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,16,3,-13,8.0,-13.0
178,D,12,37,L,L,W,W,W,D,13.0,13.0,11.0,11.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,-25,-7,16,-14.0,17.0
179,A,17,37,L,L,D,W,W,W,23.0,20.0,10.0,12.0,6.0,5.0,5.0,2.0,4.0,2.0,2.0,0.0,-20,-8,8,-14.0,16.0
180,D,19,20,L,W,L,W,L,D,13.0,12.0,6.0,9.0,3.0,4.0,6.0,10.0,0.0,4.0,0.0,0.0,-1,-1,-4,-5.0,-6.0
181,A,27,49,L,W,L,W,W,W,20.0,12.0,5.0,11.0,2.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,-22,-9,14,6.0,31.0
182,H,16,34,L,L,W,W,D,W,16.0,12.0,6.0,7.0,5.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,-18,-8,14,-11.0,11.0
183,A,26,31,D,L,W,W,W,L,14.0,15.0,4.0,8.0,1.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,-5,1,-1,3.0,2.0
184,D,20,32,W,L,D,W,W,L,19.0,11.0,11.0,10.0,5.0,3.0,10.0,1.0,1.0,1.0,0.0,0.0,-12,2,12,-6.0,12.0
185,H,25,26,W,L,L,D,L,W,15.0,8.0,14.0,8.0,7.0,3.0,6.0,13.0,1.0,0.0,0.0,0.0,-1,-1,4,-4.0,3.0
186,H,49,13,W,W,W,D,L,L,11.0,8.0,12.0,9.0,8.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,36,11,-17,31.0,-14.0
187,H,40,16,W,W,W,L,L,W,8.0,12.0,27.0,4.0,13.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,24,10,-16,17.0,-11.0
188,H,40,31,W,W,W,L,D,W,9.0,22.0,18.0,4.0,9.0,2.0,7.0,1.0,2.0,5.0,0.0,0.0,9,5,-6,20.0,5.0
189,D,20,27,L,D,L,L,W,L,6.0,12.0,12.0,8.0,4.0,3.0,4.0,7.0,0.0,1.0,0.0,0.0,-7,-4,-1,-5.0,6.0
190,H,14,20,L,D,W,D,L,W,14.0,7.0,17.0,9.0,7.0,4.0,8.0,8.0,1.0,2.0,0.0,0.0,-6,-1,5,-17.0,-5.0
191,A,6,17,L,D,L,L,L,L,6.0,7.0,13.0,9.0,6.0,5.0,8.0,5.0,1.0,1.0,0.0,0.0,-11,0,9,-22.0,-20.0
192,H,34,25,L,W,D,L,L,W,13.0,11.0,13.0,9.0,3.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,9,3,-2,9.0,-3.0
193,A,34,27,W,W,W,W,W,L,9.0,13.0,9.0,13.0,4.0,7.0,2.0,7.0,1.0,1.0,0.0,0.0,7,0,4,4.0,0.0
194,H,13,34,L,D,L,W,W,W,9.0,16.0,8.0,6.0,4.0,2.0,8.0,3.0,1.0,2.0,0.0,0.0,-21,-5,8,-16.0,4.0
195,H,27,14,W,W,L,L,D,W,11.0,12.0,12.0,8.0,7.0,4.0,4.0,6.0,1.0,4.0,0.0,0.0,13,5,-11,0.0,-17.0
196,D,32,41,D,L,D,D,W,W,16.0,14.0,12.0,15.0,7.0,7.0,3.0,5.0,2.0,3.0,0.0,0.0,-9,-7,5,5.0,17.0
197,H,17,25,L,L,L,L,W,L,13.0,14.0,13.0,11.0,6.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,-8,-5,-2,-20.0,-6.0
198,H,20,6,D,L,W,L,D,L,9.0,14.0,12.0,10.0,9.0,7.0,6.0,6.0,2.0,2.0,0.0,1.0,14,4,-8,-5.0,-22.0
199,D,25,21,L,L,W,D,L,D,14.0,13.0,10.0,8.0,5.0,3.0,5.0,2.0,0.0,2.0,0.0,0.0,4,5,-7,-3.0,-5.0
200,A,19,22,L,W,L,D,D,W,9.0,13.0,9.0,13.0,5.0,7.0,7.0,6.0,2.0,3.0,0.0,0.0,-3,0,3,-10.0,-6.0
201,A,26,55,L,L,D,W,W,W,10.0,11.0,6.0,17.0,3.0,10.0,2.0,5.0,1.0,3.0,0.0,0.0,-29,-11,8,-1.0,34.0
202,D,34,44,D,D,W,W,D,W,17.0,13.0,8.0,16.0,5.0,6.0,6.0,9.0,2.0,3.0,0.0,0.0,-10,-5,2,12.0,23.0
203,A,28,37,D,L,L,W,L,W,8.0,11.0,13.0,8.0,3.0,2.0,12.0,8.0,2.0,2.0,0.0,0.0,-9,-6,10,5.0,11.0
204,H,34,22,D,D,W,D,D,L,12.0,14.0,24.0,5.0,17.0,2.0,4.0,6.0,1.0,2.0,0.0,1.0,12,5,-10,12.0,-5.0
205,A,22,26,D,D,W,L,L,D,15.0,21.0,14.0,10.0,8.0,7.0,4.0,10.0,1.0,3.0,0.0,0.0,-4,2,7,-6.0,-1.0
206,D,30,33,W,W,W,D,D,L,21.0,16.0,18.0,3.0,3.0,1.0,11.0,1.0,2.0,5.0,0.0,1.0,-3,6,-2,1.0,5.0
207,H,28,16,W,L,W,W,L,D,16.0,12.0,11.0,14.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,12,2,-5,-4.0,-14.0
208,H,20,26,L,D,L,D,L,L,9.0,13.0,12.0,6.0,5.0,4.0,5.0,10.0,0.0,2.0,0.0,0.0,-6,-3,5,-6.0,-3.0
209,H,44,37,W,D,W,W,L,W,8.0,12.0,16.0,6.0,12.0,2.0,10.0,7.0,0.0,1.0,0.0,1.0,7,3,-2,18.0,11.0
210,H,28,45,L,D,L,D,W,D,19.0,18.0,12.0,13.0,7.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,-17,-7,13,3.0,23.0
211,A,17,23,L,W,L,W,W,L,21.0,13.0,14.0,9.0,8.0,3.0,4.0,8.0,2.0,2.0,0.0,0.0,-6,1,6,-17.0,-17.0
212,A,6,58,L,L,L,W,W,W,13.0,8.0,10.0,21.0,7.0,13.0,4.0,3.0,1.0,2.0,0.0,1.0,-52,-14,19,-24.0,36.0
213,A,34,19,L,L,W,L,L,W,14.0,16.0,27.0,7.0,12.0,6.0,6.0,5.0,0.0,3.0,0.0,1.0,15,6,-9,-1.0,-11.0
214,H,16,17,L,W,L,L,W,L,11.0,23.0,9.0,10.0,6.0,4.0,7.0,2.0,1.0,1.0,0.0,0.0,-1,-3,1,-16.0,-17.0
215,H,36,28,W,D,D,L,D,L,8.0,17.0,11.0,9.0,6.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,8,2,-7,7.0,3.0
216,H,23,37,W,W,L,W,D,D,19.0,17.0,9.0,14.0,3.0,5.0,5.0,6.0,4.0,2.0,0.0,1.0,-14,-5,7,-17.0,19.0
217,A,22,34,L,D,D,L,L,W,9.0,11.0,7.0,16.0,4.0,10.0,8.0,8.0,0.0,2.0,0.0,0.0,-12,-6,4,-12.0,-1.0
218,A,26,31,L,D,L,D,W,W,12.0,12.0,12.0,6.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,-5,-6,1,-4.0,1.0
219,D,40,25,W,W,L,W,D,D,10.0,15.0,21.0,4.0,13.0,1.0,9.0,2.0,0.0,2.0,0.0,1.0,15,2,-11,13.0,-5.0
220,A,22,9,W,L,L,W,L,L,13.0,16.0,10.0,7.0,5.0,2.0,6.0,2.0,0.0,3.0,0.0,0.0,13,2,-1,-10.0,-23.0
221,D,61,30,W,W,W,D,D,W,10.0,13.0,12.0,9.0,7.0,5.0,6.0,0.0,2.0,1.0,1.0,0.0,31,7,-12,37.0,-4.0
222,H,45,45,L,D,W,D,L,W,15.0,17.0,7.0,11.0,4.0,7.0,1.0,2.0,2.0,3.0,0.0,0.0,0,0,-1,21.0,17.0
223,H,29,26,W,L,L,W,W,L,16.0,12.0,9.0,12.0,5.0,6.0,4.0,7.0,2.0,2.0,0.0,0.0,3,-3,-3,-2.0,-4.0
224,D,30,22,D,D,W,W,L,L,8.0,18.0,12.0,12.0,9.0,6.0,3.0,5.0,2.0,4.0,1.0,0.0,8,2,-6,-4.0,-10.0
225,H,26,40,W,W,L,L,W,W,9.0,11.0,12.0,7.0,8.0,3.0,3.0,9.0,1.0,3.0,0.0,1.0,-14,-2,7,-4.0,12.0
226,A,9,22,W,L,L,L,L,D,18.0,9.0,14.0,7.0,7.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,-13,2,6,-23.0,-13.0
227,D,34,26,L,L,L,W,W,W,15.0,15.0,14.0,8.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,8,-3,-1,-2.0,-16.0
228,A,37,29,L,W,D,W,L,L,6.0,15.0,16.0,4.0,10.0,4.0,12.0,2.0,1.0,1.0,0.0,0.0,8,4,-5,18.0,-2.0
229,D,25,61,L,W,D,W,W,W,6.0,15.0,6.0,11.0,2.0,5.0,5.0,4.0,1.0,3.0,0.0,0.0,-36,-7,15,-6.0,37.0
230,H,37,48,W,W,D,W,L,D,23.0,17.0,7.0,12.0,4.0,6.0,2.0,2.0,3.0,3.0,0.0,1.0,-11,5,4,3.0,22.0
231,D,45,20,L,D,L,D,W,L,13.0,12.0,24.0,3.0,10.0,2.0,11.0,3.0,0.0,0.0,0.0,1.0,25,-2,-15,15.0,-11.0
232,H,31,26,L,W,L,L,L,L,13.0,10.0,14.0,4.0,8.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,5,3,8,3.0,-8.0
233,D,17,38,L,L,L,D,D,W,12.0,9.0,13.0,8.0,5.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,-21,-4,9,-23.0,7.0
234,A,20,37,D,W,L,L,L,W,18.0,21.0,13.0,9.0,5.0,6.0,6.0,6.0,2.0,3.0,1.0,0.0,-17,2,14,-11.0,17.0
235,D,38,37,D,D,W,W,L,L,12.0,12.0,12.0,7.0,9.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1,1,-2,7.0,-1.0
236,H,29,31,W,W,W,L,W,L,13.0,19.0,10.0,7.0,5.0,3.0,9.0,5.0,0.0,3.0,0.0,1.0,-2,8,-4,-15.0,3.0
237,H,48,26,W,L,D,L,W,W,10.0,14.0,21.0,10.0,14.0,7.0,8.0,5.0,4.0,2.0,0.0,0.0,22,1,-10,22.0,-5.0
238,A,25,26,W,L,L,D,L,W,14.0,12.0,9.0,10.0,4.0,5.0,6.0,5.0,3.0,1.0,0.0,0.0,-1,-1,-2,-10.0,-6.0
239,H,26,17,L,L,L,L,L,L,9.0,8.0,14.0,3.0,10.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,9,-2,-10,-8.0,-23.0
240,H,23,37,D,L,W,L,W,W,16.0,10.0,9.0,10.0,5.0,4.0,4.0,7.0,1.0,1.0,0.0,0.0,-14,-6,13,-11.0,1.0
241,H,35,9,W,W,W,L,L,W,13.0,11.0,11.0,7.0,7.0,3.0,6.0,5.0,1.0,3.0,0.0,1.0,26,6,-11,0.0,-28.0
242,H,63,45,D,D,W,L,L,D,14.0,17.0,10.0,12.0,6.0,2.0,5.0,5.0,1.0,2.0,0.0,1.0,18,7,-2,37.0,13.0
243,H,41,33,L,D,L,W,L,D,13.0,13.0,14.0,7.0,10.0,5.0,5.0,2.0,0.0,3.0,0.0,0.0,8,-1,-8,11.0,-4.0
244,H,33,45,W,L,D,L,L,D,12.0,13.0,6.0,13.0,2.0,5.0,1.0,10.0,2.0,2.0,0.0,0.0,-12,4,10,-4.0,13.0
245,D,40,39,W,L,L,D,D,D,14.0,12.0,16.0,5.0,10.0,3.0,8.0,6.0,2.0,2.0,0.0,0.0,1,0,-4,19.0,7.0
246,A,27,29,D,D,L,W,L,L,23.0,20.0,13.0,9.0,7.0,6.0,11.0,7.0,4.0,2.0,0.0,1.0,-2,2,9,-6.0,-6.0
247,H,30,37,D,W,W,L,W,W,8.0,14.0,5.0,18.0,2.0,5.0,6.0,10.0,4.0,2.0,1.0,0.0,-7,3,5,-15.0,1.0
248,H,29,23,W,L,W,D,L,W,19.0,14.0,11.0,11.0,7.0,6.0,4.0,7.0,3.0,2.0,0.0,0.0,6,5,-7,-4.0,-11.0
249,H,25,63,L,W,L,D,D,W,17.0,7.0,7.0,17.0,6.0,10.0,5.0,9.0,0.0,3.0,0.0,0.0,-38,-7,13,-14.0,37.0
250,A,18,51,L,D,L,W,L,W,12.0,16.0,15.0,6.0,6.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,-33,-6,15,-25.0,23.0
251,A,39,48,D,D,W,W,L,L,8.0,3.0,5.0,7.0,1.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,-9,1,7,-1.0,14.0
252,H,34,33,L,W,L,L,W,L,12.0,15.0,16.0,12.0,10.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,1,1,2,5.0,-5.0
253,D,10,44,D,L,L,W,L,D,16.0,9.0,9.0,10.0,5.0,7.0,5.0,0.0,2.0,1.0,0.0,0.0,-34,-3,15,-28.0,13.0
254,H,38,20,W,W,W,L,L,D,10.0,7.0,13.0,17.0,8.0,7.0,4.0,6.0,0.0,2.0,0.0,0.0,18,8,-9,2.0,-16.0
255,H,48,41,W,L,L,D,W,L,12.0,15.0,22.0,6.0,9.0,2.0,13.0,1.0,0.0,1.0,0.0,0.0,7,-3,-1,14.0,19.0
256,H,37,10,L,L,W,D,L,L,16.0,19.0,12.0,5.0,6.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,27,3,-14,0.0,-28.0
257,D,44,39,W,L,D,D,D,W,12.0,14.0,10.0,8.0,4.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,5,2,-5,13.0,-1.0
258,D,32,33,W,W,L,L,W,L,13.0,13.0,13.0,7.0,8.0,4.0,5.0,6.0,1.0,2.0,0.0,0.0,-1,1,-6,-5.0,-5.0
259,H,20,10,L,L,D,D,L,L,13.0,14.0,14.0,8.0,7.0,4.0,6.0,2.0,0.0,3.0,0.0,0.0,10,0,-2,-16.0,-28.0
260,H,40,41,W,L,L,L,D,W,23.0,10.0,6.0,10.0,2.0,3.0,3.0,5.0,3.0,2.0,0.0,0.0,-1,5,2,2.0,18.0
261,D,34,30,D,L,W,L,W,D,9.0,9.0,13.0,11.0,6.0,7.0,1.0,8.0,0.0,1.0,0.0,0.0,4,0,-3,-5.0,-3.0
262,H,66,18,L,W,D,L,L,D,7.0,13.0,17.0,5.0,8.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,48,7,-16,36.0,-27.0
263,H,33,36,D,W,W,W,W,D,26.0,15.0,18.0,12.0,10.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,-3,-6,-4,-5.0,-13.0
264,H,42,32,L,W,D,W,L,W,13.0,13.0,13.0,10.0,5.0,6.0,8.0,5.0,1.0,1.0,0.0,0.0,10,-3,-4,6.0,-1.0
265,H,51,37,W,W,L,W,L,W,4.0,16.0,20.0,6.0,12.0,3.0,12.0,2.0,0.0,2.0,0.0,1.0,14,-2,-12,15.0,6.0
266,A,26,31,L,W,D,W,W,L,7.0,14.0,17.0,5.0,9.0,4.0,6.0,3.0,0.0,2.0,1.0,0.0,-5,-2,5,-14.0,-9.0
267,H,30,18,L,W,D,L,L,D,15.0,14.0,17.0,11.0,8.0,6.0,16.0,10.0,1.0,1.0,0.0,0.0,12,4,-1,-3.0,-27.0
268,A,32,41,W,L,W,L,D,W,11.0,15.0,7.0,18.0,4.0,11.0,0.0,7.0,0.0,1.0,0.0,0.0,-9,5,8,-1.0,18.0
269,D,51,34,W,W,L,D,L,W,5.0,14.0,21.0,3.0,10.0,1.0,12.0,5.0,1.0,1.0,0.0,0.0,17,2,-10,15.0,-5.0
270,H,34,23,W,W,W,L,W,L,12.0,12.0,12.0,14.0,6.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,11,8,-4,-8.0,-16.0
271,H,36,45,W,D,W,W,L,W,18.0,13.0,9.0,11.0,5.0,3.0,11.0,5.0,2.0,1.0,0.0,0.0,-9,2,-1,-3.0,9.0
272,A,26,69,L,L,W,W,L,W,12.0,10.0,6.0,7.0,2.0,5.0,6.0,4.0,1.0,0.0,0.0,1.0,-43,-4,18,-16.0,38.0
273,D,42,36,D,W,W,L,W,W,12.0,10.0,7.0,13.0,3.0,5.0,1.0,9.0,3.0,3.0,0.0,0.0,6,3,-2,5.0,-15.0
274,H,37,10,L,W,L,L,L,D,11.0,16.0,15.0,6.0,7.0,3.0,6.0,3.0,1.0,3.0,0.0,1.0,27,5,-5,5.0,-31.0
275,H,46,43,D,D,W,W,W,L,14.0,12.0,10.0,6.0,5.0,4.0,6.0,9.0,2.0,3.0,0.0,0.0,3,-3,-1,13.0,3.0
276,A,40,57,D,L,D,W,W,W,22.0,13.0,18.0,9.0,7.0,2.0,6.0,2.0,5.0,3.0,0.0,0.0,-17,-6,8,-2.0,26.0
277,D,23,26,L,W,L,L,L,W,12.0,22.0,6.0,10.0,1.0,4.0,6.0,11.0,2.0,3.0,0.0,0.0,-3,0,-1,-16.0,-16.0
278,H,43,31,W,W,L,D,L,W,10.0,16.0,12.0,12.0,5.0,5.0,3.0,6.0,0.0,1.0,0.0,0.0,12,3,-10,3.0,-3.0
279,H,45,42,W,L,W,D,W,W,12.0,18.0,19.0,9.0,10.0,5.0,7.0,6.0,1.0,5.0,0.0,0.0,3,-5,-1,9.0,5.0
280,H,72,49,W,W,L,W,D,D,11.0,16.0,13.0,4.0,10.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,23,2,-4,39.0,14.0
281,H,37,32,D,L,W,L,L,W,15.0,12.0,15.0,8.0,7.0,3.0,8.0,4.0,2.0,2.0,0.0,0.0,5,2,-1,-15.0,-6.0
282,H,18,40,L,L,L,W,L,W,11.0,7.0,12.0,9.0,5.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,-22,-8,2,-30.0,6.0
283,A,10,40,L,L,L,L,D,L,14.0,13.0,13.0,5.0,9.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,-30,-2,10,-32.0,-3.0
284,H,44,55,W,L,L,D,W,W,8.0,18.0,11.0,8.0,4.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,-11,-3,1,21.0,16.0
285,H,36,34,D,D,D,L,W,W,16.0,20.0,5.0,9.0,3.0,7.0,0.0,4.0,2.0,1.0,0.0,0.0,2,-3,-1,-5.0,-9.0
286,H,60,39,W,W,W,W,W,D,6.0,11.0,28.0,5.0,12.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,21,-1,-5,28.0,-1.0
287,H,55,32,D,W,W,L,L,W,8.0,12.0,19.0,8.0,10.0,4.0,8.0,2.0,0.0,3.0,0.0,0.0,23,4,-9,16.0,-6.0
288,H,44,36,W,L,L,D,D,D,6.0,10.0,16.0,2.0,9.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,8,1,-9,21.0,-5.0
289,A,24,49,D,L,W,W,D,D,11.0,9.0,6.0,9.0,4.0,6.0,10.0,4.0,2.0,0.0,0.0,0.0,-25,-4,13,-16.0,14.0
290,H,46,34,W,L,W,L,L,W,11.0,11.0,5.0,7.0,3.0,5.0,6.0,4.0,3.0,3.0,1.0,0.0,12,0,-8,4.0,-10.0
291,H,48,10,L,W,W,L,L,L,9.0,18.0,16.0,6.0,7.0,3.0,7.0,6.0,1.0,4.0,0.0,0.0,38,8,-12,10.0,-33.0
292,H,40,34,W,D,L,L,W,D,6.0,11.0,12.0,9.0,7.0,7.0,4.0,9.0,1.0,3.0,0.0,0.0,6,3,-5,-13.0,-4.0
293,A,40,43,L,W,L,W,L,D,12.0,14.0,7.0,10.0,1.0,4.0,6.0,7.0,2.0,0.0,0.0,0.0,-3,1,5,5.0,-2.0
294,A,27,63,D,L,L,W,W,W,12.0,12.0,8.0,20.0,3.0,9.0,6.0,8.0,1.0,3.0,0.0,0.0,-36,-11,17,-17.0,29.0
295,A,42,21,L,L,D,W,L,L,13.0,12.0,13.0,12.0,6.0,8.0,5.0,4.0,1.0,1.0,0.0,0.0,21,4,-8,0.0,-29.0
296,H,32,75,L,L,L,W,W,W,12.0,13.0,7.0,10.0,4.0,4.0,0.0,16.0,1.0,4.0,0.0,1.0,-43,-9,11,-8.0,40.0
297,A,39,55,L,W,W,L,D,W,21.0,18.0,8.0,12.0,4.0,6.0,2.0,1.0,2.0,3.0,1.0,0.0,-16,0,4,-3.0,15.0
298,D,34,32,L,W,D,L,L,L,11.0,8.0,10.0,9.0,6.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,2,4,4,-4.0,-8.0
299,H,75,40,W,W,W,L,W,L,5.0,10.0,19.0,5.0,10.0,4.0,11.0,1.0,1.0,3.0,0.0,1.0,35,6,-14,40.0,5.0
300,H,58,43,W,L,D,W,W,D,12.0,25.0,17.0,8.0,10.0,5.0,5.0,3.0,3.0,7.0,1.0,1.0,15,0,-8,19.0,-10.0
301,A,10,49,L,L,L,W,W,L,12.0,17.0,10.0,7.0,6.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,-39,-12,14,-35.0,5.0
302,A,46,45,W,W,L,W,L,L,10.0,20.0,12.0,5.0,8.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,1,0,1,-1.0,1.0
303,H,39,39,L,W,D,L,L,W,12.0,13.0,11.0,15.0,5.0,8.0,5.0,5.0,1.0,1.0,0.0,0.0,0,-1,6,-7.0,-5.0
304,H,66,24,W,W,W,L,L,D,14.0,11.0,8.0,7.0,5.0,5.0,2.0,9.0,0.0,3.0,0.0,0.0,42,11,-16,32.0,-21.0
305,H,37,48,W,L,L,L,L,W,11.0,12.0,15.0,11.0,10.0,6.0,1.0,6.0,2.0,2.0,0.0,0.0,-11,3,6,-9.0,9.0
306,H,52,27,W,L,W,L,D,L,10.0,14.0,11.0,13.0,8.0,8.0,6.0,5.0,0.0,2.0,0.0,0.0,25,7,-14,15.0,-18.0
307,H,66,45,W,W,W,W,L,L,10.0,12.0,23.0,9.0,13.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,21,8,-7,32.0,1.0
308,H,50,34,W,W,W,L,L,W,9.0,11.0,20.0,9.0,16.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0,16,5,-12,25.0,-7.0
309,D,24,75,L,L,D,L,W,W,11.0,6.0,4.0,13.0,1.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,-51,-5,17,-21.0,39.0
310,A,48,69,L,L,L,W,W,W,17.0,11.0,7.0,14.0,2.0,10.0,3.0,5.0,1.0,2.0,0.0,0.0,-21,-9,6,8.0,33.0
311,D,43,10,L,W,W,L,L,L,8.0,10.0,16.0,16.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,33,7,-9,-12.0,-36.0
312,A,35,27,W,L,L,W,W,W,9.0,16.0,10.0,10.0,4.0,7.0,7.0,8.0,2.0,2.0,1.0,0.0,8,-6,-5,-11.0,-25.0
313,H,39,55,L,L,L,W,W,L,11.0,12.0,14.0,10.0,11.0,5.0,5.0,3.0,2.0,3.0,0.0,1.0,-16,-4,2,-7.0,16.0
314,A,27,61,L,L,D,W,W,L,11.0,8.0,8.0,13.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,-34,-9,16,-19.0,21.0
315,A,40,40,L,L,L,W,W,L,15.0,17.0,9.0,16.0,2.0,9.0,2.0,9.0,0.0,1.0,0.0,0.0,0,-6,1,2.0,-8.0
316,D,45,42,L,W,L,W,L,W,9.0,6.0,16.0,8.0,7.0,2.0,12.0,8.0,0.0,1.0,0.0,0.0,3,-4,-4,0.0,-5.0
317,D,52,46,W,W,W,L,W,W,13.0,19.0,11.0,12.0,5.0,4.0,12.0,3.0,0.0,2.0,0.0,0.0,6,5,-4,6.0,-2.0
318,H,25,48,D,L,L,L,L,L,12.0,7.0,7.0,8.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,-23,-4,10,-21.0,8.0
319,D,42,43,W,L,W,L,W,W,16.0,16.0,9.0,7.0,4.0,3.0,6.0,4.0,0.0,2.0,0.0,0.0,-1,1,2,-5.0,-12.0
320,D,28,53,D,W,W,D,W,W,12.0,10.0,22.0,4.0,12.0,3.0,7.0,3.0,1.0,3.0,0.0,0.0,-25,0,11,-25.0,6.0
321,H,55,40,L,W,W,L,L,L,4.0,16.0,23.0,14.0,19.0,6.0,8.0,5.0,0.0,3.0,0.0,0.0,15,6,-10,14.0,1.0
322,D,47,28,D,L,W,W,D,L,16.0,9.0,13.0,11.0,6.0,5.0,13.0,7.0,0.0,2.0,0.0,0.0,19,2,-8,-2.0,-20.0
323,D,35,27,L,D,L,L,L,L,15.0,10.0,6.0,7.0,3.0,4.0,6.0,10.0,1.0,2.0,0.0,0.0,8,3,-3,-12.0,-21.0
324,H,79,46,D,W,L,D,L,W,7.0,14.0,14.0,6.0,5.0,4.0,5.0,5.0,0.0,2.0,1.0,0.0,33,6,-8,41.0,0.0
325,H,64,48,W,W,W,L,L,L,6.0,6.0,17.0,7.0,7.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,16,7,-5,23.0,7.0
326,H,72,53,W,W,W,L,W,W,16.0,16.0,14.0,10.0,8.0,3.0,5.0,3.0,3.0,1.0,0.0,0.0,19,3,-2,34.0,28.0
327,A,40,42,L,W,W,W,L,L,14.0,21.0,13.0,14.0,8.0,5.0,6.0,5.0,2.0,4.0,0.0,0.0,-2,0,7,-9.0,-5.0
328,D,28,53,D,W,W,L,W,W,9.0,9.0,10.0,9.0,4.0,3.0,3.0,10.0,1.0,1.0,0.0,0.0,-25,-2,13,-25.0,28.0
